location	date	lat	log	total_cases	percent_world
Aruba	2020-05-24	12.52111	-69.968338	101	0.0019139873
Aruba	2020-05-25	12.52111	-69.968338	101	0.0018804139
Aruba	2020-05-26	12.52111	-69.968338	101	0.0018497308
Aruba	2020-05-27	12.52111	-69.968338	101	0.0018178120
Aruba	2020-05-28	12.52111	-69.968338	101	0.0017851613
Aruba	2020-05-29	12.52111	-69.968338	101	0.0017483322
Afghanistan	2020-02-25	33.93911	67.709953	1	0.0012479409
Afghanistan	2020-02-26	33.93911	67.709953	1	0.0012346136
Afghanistan	2020-02-27	33.93911	67.709953	1	0.0012179378
Afghanistan	2020-02-28	33.93911	67.709953	1	0.0011994003
Afghanistan	2020-02-29	33.93911	67.709953	1	0.0011733922
Afghanistan	2020-03-01	33.93911	67.709953	1	0.0011488707
Afghanistan	2020-03-02	33.93911	67.709953	1	0.0011220700
Afghanistan	2020-03-08	33.93911	67.709953	4	0.0037562918
Afghanistan	2020-03-11	33.93911	67.709953	7	0.0058212058
Afghanistan	2020-03-15	33.93911	67.709953	10	0.0062969120
Afghanistan	2020-03-16	33.93911	67.709953	16	0.0093477054
Afghanistan	2020-03-17	33.93911	67.709953	21	0.0113571834
Afghanistan	2020-03-18	33.93911	67.709953	22	0.0109255424
Afghanistan	2020-03-19	33.93911	67.709953	22	0.0099470096
Afghanistan	2020-03-20	33.93911	67.709953	22	0.0087460543
Afghanistan	2020-03-21	33.93911	67.709953	24	0.0084837130
Afghanistan	2020-03-22	33.93911	67.709953	24	0.0075723634
Afghanistan	2020-03-23	33.93911	67.709953	34	0.0096882106
Afghanistan	2020-03-24	33.93911	67.709953	40	0.0101564861
Afghanistan	2020-03-25	33.93911	67.709953	42	0.0096613246
Afghanistan	2020-03-26	33.93911	67.709953	75	0.0154020869
Afghanistan	2020-03-27	33.93911	67.709953	75	0.0137037111
Afghanistan	2020-03-28	33.93911	67.709953	91	0.0148782274
Afghanistan	2020-03-29	33.93911	67.709953	106	0.0157061003
Afghanistan	2020-03-30	33.93911	67.709953	114	0.0155587431
Afghanistan	2020-03-31	33.93911	67.709953	141	0.0177076060
Afghanistan	2020-04-01	33.93911	67.709953	166	0.0191053406
Afghanistan	2020-04-02	33.93911	67.709953	192	0.0203040532
Afghanistan	2020-04-03	33.93911	67.709953	235	0.0229858974
Afghanistan	2020-04-04	33.93911	67.709953	235	0.0212994669
Afghanistan	2020-04-05	33.93911	67.709953	270	0.0227214202
Afghanistan	2020-04-06	33.93911	67.709953	299	0.0237822343
Afghanistan	2020-04-07	33.93911	67.709953	337	0.0253464262
Afghanistan	2020-04-08	33.93911	67.709953	367	0.0261290676
Afghanistan	2020-04-09	33.93911	67.709953	423	0.0284074692
Afghanistan	2020-04-10	33.93911	67.709953	484	0.0307330857
Afghanistan	2020-04-11	33.93911	67.709953	521	0.0313068977
Afghanistan	2020-04-12	33.93911	67.709953	555	0.0318062512
Afghanistan	2020-04-13	33.93911	67.709953	607	0.0334215398
Afghanistan	2020-04-14	33.93911	67.709953	665	0.0353307892
Afghanistan	2020-04-15	33.93911	67.709953	714	0.0364506464
Afghanistan	2020-04-16	33.93911	67.709953	784	0.0384585009
Afghanistan	2020-04-17	33.93911	67.709953	794	0.0374259435
Afghanistan	2020-04-18	33.93911	67.709953	845	0.0383495271
Afghanistan	2020-04-19	33.93911	67.709953	908	0.0397694772
Afghanistan	2020-04-20	33.93911	67.709953	996	0.0422875887
Afghanistan	2020-04-21	33.93911	67.709953	1031	0.0424059778
Afghanistan	2020-04-22	33.93911	67.709953	1092	0.0433851373
Afghanistan	2020-04-23	33.93911	67.709953	1176	0.0455235381
Afghanistan	2020-04-24	33.93911	67.709953	1281	0.0481449897
Afghanistan	2020-04-25	33.93911	67.709953	1351	0.0494061389
Afghanistan	2020-04-26	33.93911	67.709953	1463	0.0516044650
Afghanistan	2020-04-27	33.93911	67.709953	1531	0.0524659691
Afghanistan	2020-04-28	33.93911	67.709953	1703	0.0570736468
Afghanistan	2020-04-29	33.93911	67.709953	1827	0.0597952039
Afghanistan	2020-04-30	33.93911	67.709953	1949	0.0622040798
Afghanistan	2020-05-01	33.93911	67.709953	2171	0.0674680164
Afghanistan	2020-05-02	33.93911	67.709953	2335	0.0705531214
Afghanistan	2020-05-03	33.93911	67.709953	2469	0.0728161353
Afghanistan	2020-05-04	33.93911	67.709953	2704	0.0779421205
Afghanistan	2020-05-05	33.93911	67.709953	2894	0.0816037189
Afghanistan	2020-05-06	33.93911	67.709953	3224	0.0889234334
Afghanistan	2020-05-07	33.93911	67.709953	3392	0.0912953196
Afghanistan	2020-05-08	33.93911	67.709953	3563	0.0935268795
Afghanistan	2020-05-09	33.93911	67.709953	3778	0.0968782037
Afghanistan	2020-05-10	33.93911	67.709953	4033	0.1010803036
Afghanistan	2020-05-11	33.93911	67.709953	4402	0.1082400638
Afghanistan	2020-05-12	33.93911	67.709953	4687	0.1132695782
Afghanistan	2020-05-13	33.93911	67.709953	4967	0.1175982307
Afghanistan	2020-05-14	33.93911	67.709953	5226	0.1212626631
Afghanistan	2020-05-15	33.93911	67.709953	5339	0.1211669244
Afghanistan	2020-05-16	33.93911	67.709953	6402	0.1421292435
Afghanistan	2020-05-17	33.93911	67.709953	6402	0.1392178877
Afghanistan	2020-05-18	33.93911	67.709953	6664	0.1424003433
Afghanistan	2020-05-19	33.93911	67.709953	7072	0.1483563742
Afghanistan	2020-05-20	33.93911	67.709953	7653	0.1574051697
Afghanistan	2020-05-21	33.93911	67.709953	8145	0.1641694237
Afghanistan	2020-05-22	33.93911	67.709953	8676	0.1711491732
Afghanistan	2020-05-23	33.93911	67.709953	9216	0.1780581920
Afghanistan	2020-05-24	33.93911	67.709953	9998	0.1894657929
Afghanistan	2020-05-25	33.93911	67.709953	10582	0.1970152433
Afghanistan	2020-05-26	33.93911	67.709953	11173	0.2046241805
Afghanistan	2020-05-27	33.93911	67.709953	11831	0.2129359824
Afghanistan	2020-05-28	33.93911	67.709953	12456	0.2201581123
Afghanistan	2020-05-29	33.93911	67.709953	13036	0.2256560314
Angola	2020-03-22	-11.202692	17.873887	2	0.0006310303
Angola	2020-03-23	-11.202692	17.873887	2	0.0005698947
Angola	2020-03-24	-11.202692	17.873887	2	0.0005078243
Angola	2020-03-25	-11.202692	17.873887	2	0.0004600631
Angola	2020-03-26	-11.202692	17.873887	2	0.0004107223
Angola	2020-03-27	-11.202692	17.873887	3	0.0005481484
Angola	2020-03-28	-11.202692	17.873887	4	0.0006539880
Angola	2020-03-29	-11.202692	17.873887	4	0.0005926830
Angola	2020-03-30	-11.202692	17.873887	7	0.0009553614
Angola	2020-03-31	-11.202692	17.873887	7	0.0008791010
Angola	2020-04-01	-11.202692	17.873887	7	0.0008056469
Angola	2020-04-02	-11.202692	17.873887	8	0.0008460022
Angola	2020-04-03	-11.202692	17.873887	8	0.0007824986
Angola	2020-04-04	-11.202692	17.873887	8	0.0007250882
Angola	2020-04-05	-11.202692	17.873887	10	0.0008415341
Angola	2020-04-06	-11.202692	17.873887	14	0.0011135494
Angola	2020-04-07	-11.202692	17.873887	16	0.0012033912
Angola	2020-04-08	-11.202692	17.873887	17	0.0012103383
Angola	2020-04-09	-11.202692	17.873887	19	0.0012759856
Angola	2020-04-10	-11.202692	17.873887	19	0.0012064641
Angola	2020-04-11	-11.202692	17.873887	19	0.0011417103
Angola	2020-04-12	-11.202692	17.873887	19	0.0010888627
Angola	2020-04-13	-11.202692	17.873887	19	0.0010461437
Angola	2020-04-14	-11.202692	17.873887	19	0.0010094511
Angola	2020-04-15	-11.202692	17.873887	19	0.0009699752
Angola	2020-04-16	-11.202692	17.873887	19	0.0009320300
Angola	2020-04-17	-11.202692	17.873887	19	0.0008955830
Angola	2020-04-18	-11.202692	17.873887	19	0.0008622971
Angola	2020-04-19	-11.202692	17.873887	24	0.0010511756
Angola	2020-04-20	-11.202692	17.873887	24	0.0010189780
Angola	2020-04-21	-11.202692	17.873887	24	0.0009871421
Angola	2020-04-22	-11.202692	17.873887	24	0.0009535195
Angola	2020-04-23	-11.202692	17.873887	24	0.0009290518
Angola	2020-04-24	-11.202692	17.873887	25	0.0009395978
Angola	2020-04-25	-11.202692	17.873887	25	0.0009142513
Angola	2020-04-26	-11.202692	17.873887	25	0.0008818261
Angola	2020-04-27	-11.202692	17.873887	26	0.0008909962
Angola	2020-04-28	-11.202692	17.873887	27	0.0009048670
Angola	2020-04-29	-11.202692	17.873887	27	0.0008836730
Angola	2020-04-30	-11.202692	17.873887	27	0.0008617292
Angola	2020-05-01	-11.202692	17.873887	27	0.0008390771
Angola	2020-05-02	-11.202692	17.873887	29	0.0008762486
Angola	2020-05-03	-11.202692	17.873887	35	0.0010322255
Angola	2020-05-04	-11.202692	17.873887	35	0.0010088662
Angola	2020-05-05	-11.202692	17.873887	35	0.0009869144
Angola	2020-05-06	-11.202692	17.873887	36	0.0009929416
Angola	2020-05-07	-11.202692	17.873887	36	0.0009689362
Angola	2020-05-08	-11.202692	17.873887	36	0.0009449811
Angola	2020-05-09	-11.202692	17.873887	43	0.0011026370
Angola	2020-05-10	-11.202692	17.873887	43	0.0010777221
Angola	2020-05-11	-11.202692	17.873887	45	0.0011064977
Angola	2020-05-12	-11.202692	17.873887	45	0.0010875040
Angola	2020-05-13	-11.202692	17.873887	45	0.0010654158
Angola	2020-05-14	-11.202692	17.873887	45	0.0010441676
Angola	2020-05-15	-11.202692	17.873887	48	0.0010893449
Angola	2020-05-16	-11.202692	17.873887	48	0.0010656363
Angola	2020-05-17	-11.202692	17.873887	48	0.0010438080
Angola	2020-05-18	-11.202692	17.873887	48	0.0010256927
Angola	2020-05-19	-11.202692	17.873887	48	0.0010069437
Angola	2020-05-20	-11.202692	17.873887	50	0.0010283887
Angola	2020-05-21	-11.202692	17.873887	52	0.0010481044
Angola	2020-05-22	-11.202692	17.873887	58	0.0011441508
Angola	2020-05-23	-11.202692	17.873887	60	0.0011592330
Angola	2020-05-24	-11.202692	17.873887	60	0.0011370222
Angola	2020-05-25	-11.202692	17.873887	69	0.0012846392
Angola	2020-05-26	-11.202692	17.873887	69	0.0012636775
Angola	2020-05-27	-11.202692	17.873887	71	0.0012778679
Angola	2020-05-28	-11.202692	17.873887	71	0.0012549154
Angola	2020-05-29	-11.202692	17.873887	73	0.0012636461
Anguilla	2020-03-27	18.220554	-63.068615	2	0.0003654323
Anguilla	2020-03-28	18.220554	-63.068615	2	0.0003269940
Anguilla	2020-03-29	18.220554	-63.068615	2	0.0002963415
Anguilla	2020-03-30	18.220554	-63.068615	2	0.0002729604
Anguilla	2020-03-31	18.220554	-63.068615	2	0.0002511717
Anguilla	2020-04-01	18.220554	-63.068615	2	0.0002301848
Anguilla	2020-04-02	18.220554	-63.068615	2	0.0002115006
Anguilla	2020-04-03	18.220554	-63.068615	3	0.0002934370
Anguilla	2020-04-04	18.220554	-63.068615	3	0.0002719081
Anguilla	2020-04-05	18.220554	-63.068615	3	0.0002524602
Anguilla	2020-04-06	18.220554	-63.068615	3	0.0002386177
Anguilla	2020-04-07	18.220554	-63.068615	3	0.0002256358
Anguilla	2020-04-08	18.220554	-63.068615	3	0.0002135891
Anguilla	2020-04-09	18.220554	-63.068615	3	0.0002014714
Anguilla	2020-04-10	18.220554	-63.068615	3	0.0001904943
Anguilla	2020-04-11	18.220554	-63.068615	3	0.0001802700
Anguilla	2020-04-12	18.220554	-63.068615	3	0.0001719257
Anguilla	2020-04-13	18.220554	-63.068615	3	0.0001651806
Anguilla	2020-04-14	18.220554	-63.068615	3	0.0001593870
Anguilla	2020-04-15	18.220554	-63.068615	3	0.0001531540
Anguilla	2020-04-16	18.220554	-63.068615	3	0.0001471626
Anguilla	2020-04-17	18.220554	-63.068615	3	0.0001414078
Anguilla	2020-04-18	18.220554	-63.068615	3	0.0001361522
Anguilla	2020-04-19	18.220554	-63.068615	3	0.0001313970
Anguilla	2020-04-20	18.220554	-63.068615	3	0.0001273723
Anguilla	2020-04-21	18.220554	-63.068615	3	0.0001233928
Anguilla	2020-04-22	18.220554	-63.068615	3	0.0001191899
Anguilla	2020-04-23	18.220554	-63.068615	3	0.0001161315
Anguilla	2020-04-24	18.220554	-63.068615	3	0.0001127517
Anguilla	2020-04-25	18.220554	-63.068615	3	0.0001097102
Anguilla	2020-04-26	18.220554	-63.068615	3	0.0001058191
Anguilla	2020-04-27	18.220554	-63.068615	3	0.0001028073
Anguilla	2020-04-28	18.220554	-63.068615	3	0.0001005408
Anguilla	2020-04-29	18.220554	-63.068615	3	0.0000981859
Anguilla	2020-04-30	18.220554	-63.068615	3	0.0000957477
Anguilla	2020-05-01	18.220554	-63.068615	3	0.0000932308
Anguilla	2020-05-02	18.220554	-63.068615	3	0.0000906464
Anguilla	2020-05-03	18.220554	-63.068615	3	0.0000884765
Anguilla	2020-05-04	18.220554	-63.068615	3	0.0000864742
Anguilla	2020-05-05	18.220554	-63.068615	3	0.0000845927
Anguilla	2020-05-06	18.220554	-63.068615	3	0.0000827451
Anguilla	2020-05-07	18.220554	-63.068615	3	0.0000807447
Anguilla	2020-05-08	18.220554	-63.068615	3	0.0000787484
Anguilla	2020-05-09	18.220554	-63.068615	3	0.0000769282
Anguilla	2020-05-10	18.220554	-63.068615	3	0.0000751899
Anguilla	2020-05-11	18.220554	-63.068615	3	0.0000737665
Anguilla	2020-05-12	18.220554	-63.068615	3	0.0000725003
Anguilla	2020-05-13	18.220554	-63.068615	3	0.0000710277
Anguilla	2020-05-14	18.220554	-63.068615	3	0.0000696112
Anguilla	2020-05-15	18.220554	-63.068615	3	0.0000680841
Anguilla	2020-05-16	18.220554	-63.068615	3	0.0000666023
Anguilla	2020-05-17	18.220554	-63.068615	3	0.0000652380
Anguilla	2020-05-18	18.220554	-63.068615	3	0.0000641058
Anguilla	2020-05-19	18.220554	-63.068615	3	0.0000629340
Anguilla	2020-05-20	18.220554	-63.068615	3	0.0000617033
Anguilla	2020-05-21	18.220554	-63.068615	3	0.0000604676
Anguilla	2020-05-22	18.220554	-63.068615	3	0.0000591802
Anguilla	2020-05-23	18.220554	-63.068615	3	0.0000579617
Anguilla	2020-05-24	18.220554	-63.068615	3	0.0000568511
Anguilla	2020-05-25	18.220554	-63.068615	3	0.0000558539
Anguilla	2020-05-26	18.220554	-63.068615	3	0.0000549425
Anguilla	2020-05-27	18.220554	-63.068615	3	0.0000539944
Anguilla	2020-05-28	18.220554	-63.068615	3	0.0000530246
Anguilla	2020-05-29	18.220554	-63.068615	3	0.0000519307
Albania	2020-03-09	41.153332	20.168331	2	0.0018077789
Albania	2020-03-10	41.153332	20.168331	6	0.0052024174
Albania	2020-03-11	41.153332	20.168331	10	0.0083160083
Albania	2020-03-12	41.153332	20.168331	11	0.0086082091
Albania	2020-03-13	41.153332	20.168331	23	0.0168121281
Albania	2020-03-14	41.153332	20.168331	33	0.0224987217
Albania	2020-03-15	41.153332	20.168331	38	0.0239282656
Albania	2020-03-16	41.153332	20.168331	42	0.0245377268
Albania	2020-03-17	41.153332	20.168331	51	0.0275817312
Albania	2020-03-18	41.153332	20.168331	55	0.0273138561
Albania	2020-03-19	41.153332	20.168331	59	0.0266760711
Albania	2020-03-20	41.153332	20.168331	70	0.0278283547
Albania	2020-03-21	41.153332	20.168331	70	0.0247441630
Albania	2020-03-22	41.153332	20.168331	76	0.0239791508
Albania	2020-03-23	41.153332	20.168331	89	0.0253603159
Albania	2020-03-24	41.153332	20.168331	100	0.0253912151
Albania	2020-03-25	41.153332	20.168331	123	0.0282938791
Albania	2020-03-26	41.153332	20.168331	146	0.0299827291
Albania	2020-03-27	41.153332	20.168331	174	0.0317926099
Albania	2020-03-28	41.153332	20.168331	186	0.0304104429
Albania	2020-03-29	41.153332	20.168331	197	0.0291896393
Albania	2020-03-30	41.153332	20.168331	212	0.0289338030
Albania	2020-03-31	41.153332	20.168331	223	0.0280056463
Albania	2020-04-01	41.153332	20.168331	243	0.0279674565
Albania	2020-04-02	41.153332	20.168331	259	0.0273893218
Albania	2020-04-03	41.153332	20.168331	277	0.0270940153
Albania	2020-04-04	41.153332	20.168331	304	0.0275533529
Albania	2020-04-05	41.153332	20.168331	333	0.0280230850
Albania	2020-04-06	41.153332	20.168331	361	0.0287136675
Albania	2020-04-07	41.153332	20.168331	377	0.0283549041
Albania	2020-04-08	41.153332	20.168331	383	0.0272682095
Albania	2020-04-09	41.153332	20.168331	400	0.0268628551
Albania	2020-04-10	41.153332	20.168331	409	0.0259707274
Albania	2020-04-11	41.153332	20.168331	416	0.0249974462
Albania	2020-04-12	41.153332	20.168331	433	0.0248146068
Albania	2020-04-13	41.153332	20.168331	446	0.0245568480
Albania	2020-04-14	41.153332	20.168331	467	0.0248112459
Albania	2020-04-15	41.153332	20.168331	475	0.0242493796
Albania	2020-04-16	41.153332	20.168331	494	0.0242327799
Albania	2020-04-17	41.153332	20.168331	518	0.0244164216
Albania	2020-04-18	41.153332	20.168331	539	0.0244620061
Albania	2020-04-19	41.153332	20.168331	548	0.0240018431
Albania	2020-04-20	41.153332	20.168331	562	0.0238610691
Albania	2020-04-21	41.153332	20.168331	584	0.0240204569
Albania	2020-04-22	41.153332	20.168331	609	0.0241955573
Albania	2020-04-23	41.153332	20.168331	634	0.0245424517
Albania	2020-04-24	41.153332	20.168331	663	0.0249181328
Albania	2020-04-25	41.153332	20.168331	678	0.0247944946
Albania	2020-04-26	41.153332	20.168331	712	0.0251144081
Albania	2020-04-27	41.153332	20.168331	726	0.0248793557
Albania	2020-04-28	41.153332	20.168331	736	0.0246660035
Albania	2020-04-29	41.153332	20.168331	750	0.0245464712
Albania	2020-04-30	41.153332	20.168331	766	0.0244475757
Albania	2020-05-01	41.153332	20.168331	773	0.0240224674
Albania	2020-05-02	41.153332	20.168331	782	0.0236284972
Albania	2020-05-03	41.153332	20.168331	789	0.0232693118
Albania	2020-05-04	41.153332	20.168331	795	0.0229156752
Albania	2020-05-05	41.153332	20.168331	803	0.0226426352
Albania	2020-05-06	41.153332	20.168331	820	0.0226170023
Albania	2020-05-07	41.153332	20.168331	832	0.0223931916
Albania	2020-05-08	41.153332	20.168331	842	0.0221020580
Albania	2020-05-09	41.153332	20.168331	850	0.0217963137
Albania	2020-05-10	41.153332	20.168331	856	0.0214541879
Albania	2020-05-11	41.153332	20.168331	868	0.0213431112
Albania	2020-05-12	41.153332	20.168331	872	0.0210734099
Albania	2020-05-13	41.153332	20.168331	876	0.0207400947
Albania	2020-05-14	41.153332	20.168331	880	0.0204192774
Albania	2020-05-15	41.153332	20.168331	898	0.0203798273
Albania	2020-05-16	41.153332	20.168331	916	0.0203358930
Albania	2020-05-17	41.153332	20.168331	933	0.0202890174
Albania	2020-05-18	41.153332	20.168331	946	0.0202146946
Albania	2020-05-19	41.153332	20.168331	948	0.0198871384
Albania	2020-05-20	41.153332	20.168331	949	0.0195188169
Albania	2020-05-21	41.153332	20.168331	964	0.0194302424
Albania	2020-05-22	41.153332	20.168331	969	0.0191152085
Albania	2020-05-23	41.153332	20.168331	981	0.0189534599
Albania	2020-05-24	41.153332	20.168331	989	0.0187419153
Albania	2020-05-25	41.153332	20.168331	998	0.0185807232
Albania	2020-05-26	41.153332	20.168331	1004	0.0183874230
Albania	2020-05-27	41.153332	20.168331	1029	0.0185200850
Albania	2020-05-28	41.153332	20.168331	1050	0.0185586077
Albania	2020-05-29	41.153332	20.168331	1076	0.0186257970
Andorra	2020-03-03	42.546245	1.601554	1	0.0010995899
Andorra	2020-03-14	42.546245	1.601554	2	0.0013635589
Andorra	2020-03-16	42.546245	1.601554	5	0.0029211579
Andorra	2020-03-17	42.546245	1.601554	14	0.0075714556
Andorra	2020-03-18	42.546245	1.601554	14	0.0069526179
Andorra	2020-03-19	42.546245	1.601554	53	0.0239632503
Andorra	2020-03-20	42.546245	1.601554	75	0.0298160943
Andorra	2020-03-21	42.546245	1.601554	75	0.0265116032
Andorra	2020-03-22	42.546245	1.601554	88	0.0277653325
Andorra	2020-03-23	42.546245	1.601554	113	0.0321990528
Andorra	2020-03-24	42.546245	1.601554	133	0.0337703161
Andorra	2020-03-25	42.546245	1.601554	164	0.0377251721
Andorra	2020-03-26	42.546245	1.601554	188	0.0386078978
Andorra	2020-03-27	42.546245	1.601554	224	0.0409284173
Andorra	2020-03-28	42.546245	1.601554	267	0.0436537003
Andorra	2020-03-29	42.546245	1.601554	308	0.0456365934
Andorra	2020-03-30	42.546245	1.601554	334	0.0455843878
Andorra	2020-03-31	42.546245	1.601554	370	0.0464667675
Andorra	2020-04-01	42.546245	1.601554	376	0.0432747475
Andorra	2020-04-02	42.546245	1.601554	390	0.0412426081
Andorra	2020-04-03	42.546245	1.601554	428	0.0418636770
Andorra	2020-04-04	42.546245	1.601554	439	0.0397892169
Andorra	2020-04-05	42.546245	1.601554	466	0.0392154883
Andorra	2020-04-06	42.546245	1.601554	501	0.0398491618
Andorra	2020-04-07	42.546245	1.601554	526	0.0395614843
Andorra	2020-04-08	42.546245	1.601554	545	0.0388020214
Andorra	2020-04-09	42.546245	1.601554	564	0.0378766256
Andorra	2020-04-10	42.546245	1.601554	583	0.0370193987
Andorra	2020-04-11	42.546245	1.601554	601	0.0361140989
Andorra	2020-04-12	42.546245	1.601554	622	0.0356459248
Andorra	2020-04-13	42.546245	1.601554	638	0.0351284059
Andorra	2020-04-14	42.546245	1.601554	646	0.0343213380
Andorra	2020-04-15	42.546245	1.601554	659	0.0336428235
Andorra	2020-04-16	42.546245	1.601554	673	0.0330134835
Andorra	2020-04-17	42.546245	1.601554	682	0.0321467172
Andorra	2020-04-18	42.546245	1.601554	696	0.0315873028
Andorra	2020-04-19	42.546245	1.601554	704	0.0308344845
Andorra	2020-04-20	42.546245	1.601554	713	0.0302721393
Andorra	2020-04-21	42.546245	1.601554	717	0.0294908691
Andorra	2020-04-22	42.546245	1.601554	717	0.0284863951
Andorra	2020-04-23	42.546245	1.601554	723	0.0279876854
Andorra	2020-04-24	42.546245	1.601554	724	0.0272107514
Andorra	2020-04-25	42.546245	1.601554	731	0.0267327073
Andorra	2020-04-26	42.546245	1.601554	733	0.0258551421
Andorra	2020-04-27	42.546245	1.601554	740	0.0253591229
Andorra	2020-04-28	42.546245	1.601554	743	0.0249005987
Andorra	2020-04-29	42.546245	1.601554	743	0.0243173708
Andorra	2020-04-30	42.546245	1.601554	743	0.0237135102
Andorra	2020-05-01	42.546245	1.601554	745	0.0231523133
Andorra	2020-05-02	42.546245	1.601554	746	0.0225407403
Andorra	2020-05-03	42.546245	1.601554	747	0.0220306412
Andorra	2020-05-04	42.546245	1.601554	748	0.0215609120
Andorra	2020-05-05	42.546245	1.601554	750	0.0211481649
Andorra	2020-05-06	42.546245	1.601554	751	0.0207138643
Andorra	2020-05-07	42.546245	1.601554	751	0.0202130852
Andorra	2020-05-08	42.546245	1.601554	752	0.0197396052
Andorra	2020-05-09	42.546245	1.601554	752	0.0192833269
Andorra	2020-05-10	42.546245	1.601554	754	0.0188977309
Andorra	2020-05-11	42.546245	1.601554	755	0.0185645725
Andorra	2020-05-12	42.546245	1.601554	756	0.0182700664
Andorra	2020-05-13	42.546245	1.601554	758	0.0179463376
Andorra	2020-05-14	42.546245	1.601554	760	0.0176348305
Andorra	2020-05-15	42.546245	1.601554	761	0.0172706555
Andorra	2020-05-16	42.546245	1.601554	761	0.0168947757
Andorra	2020-05-17	42.546245	1.601554	761	0.0165487055
Andorra	2020-05-18	42.546245	1.601554	761	0.0162615038
Andorra	2020-05-19	42.546245	1.601554	761	0.0159642535
Andorra	2020-05-20	42.546245	1.601554	761	0.0156520755
Andorra	2020-05-21	42.546245	1.601554	762	0.0153587601
Andorra	2020-05-22	42.546245	1.601554	762	0.0150317739
Andorra	2020-05-23	42.546245	1.601554	762	0.0147222594
